Gene Symbol,Affymetrix ID,Module Assigned
C77815,1447182_at,NA
C77874,1442665_at,NA
C78142,1449596_at,NA
C78212,1435369_at,NA
C78228,1448088_at,NA
C78282,1459925_at,NA
C78339,1433476_at,NA
C78339,1433475_a_at,NA
C78344,1443001_at,NA
C78441,1447981_at,NA
C78444,1459891_at,NA
C78513,1443414_at,NA
C78532,1444829_at,NA
C78541,1423453_at,NA
C78549,1457379_at,NA
C78651,1459220_at,NA
C78704,1458862_at,NA
C78859,1420049_at,NA
C78859,1420048_at,NA
C78878,1442566_at,NA
C78891,1458854_at,NA
C78893,1442211_at,NA
C78915,1448567_at,NA
C78948,1446790_at,NA
C79015,1444887_at,NA
C79122,1442597_at,NA
C79130,1443461_at,NA
C79242,1442494_at,NA
C79246,1445047_at,NA
C79248,1442745_x_at,NA
C79248,1446147_at,midnightblue
C79248,1442744_at,NA
C79248,1446148_x_at,midnightblue
C79267,1426597_s_at,NA
C79296,1446379_at,NA
C79329,1441401_at,NA
C79407,1434767_at,NA
C79445,1419965_at,NA
C79452,1442948_at,NA
C79468,1459900_at,grey
C79490,1449595_at,NA
C79562,1443473_at,NA
C79709,1442932_at,NA
C79741,1443416_at,NA
C80008,1437786_at,NA
C80012,1447965_at,NA
C80060,1442984_at,NA
C80068,1438755_at,NA
C80113,1442661_at,NA
C80171,1420027_at,NA
C80171,1449704_at,NA
C80256,1456972_at,NA
C80360,1458041_at,NA
C80425,1446914_at,NA
C80638,1439995_at,NA
C80678,1419953_at,NA
C80678,1449680_at,NA
C80719,1447978_at,NA
C80731,1435091_at,NA
C80731,1459929_at,NA
C80913,1419273_at,NA
C80913,1419274_at,NA
C80913,1433913_at,red
C80993,1457475_at,NA
C81072,1442976_at,NA
C81272,1443605_at,NA
C81363,1447970_at,NA
C81521,1441013_at,NA
C81600,1460264_at,NA
C81600,1449689_at,NA
C86187,1454618_at,NA
C86187,1433483_s_at,NA
C87436,1425776_a_at,NA
C8a,1428012_at,NA
C8b,1427472_a_at,NA
C9,1422815_at,NA
C920005C14Rik,1438202_at,NA
C920006C10Rik,1416133_at,turquoise
C920006C10Rik,1416131_s_at,turquoise
C920006C10Rik,1416132_at,NA
Cab39,1418433_at,turquoise
Cab39,1418432_at,turquoise
Cab39l,1420733_at,NA
Cab39l,1449966_s_at,NA
Cab39l,1426367_at,grey
Cabc1,1417067_s_at,NA
Cabc1,1417066_at,green
Cables1,1455844_at,NA
Cables1,1422477_at,NA
Cables2,1452307_at,grey
Cabp1,1421255_a_at,red
Cabp2,1420597_a_at,NA
Cabp4,1425878_at,NA
Cabp5,1421780_a_at,NA
Cabp5,1451826_at,NA
Cabp7,1425963_at,NA
Cabyr,1451946_a_at,NA
Cabyr,1430007_a_at,NA
Cabyr,1424558_a_at,NA
Cacna1a,1459996_at,NA
Cacna1b,1425812_a_at,NA
Cacna1c,1421297_a_at,NA
Cacna1d,1427974_s_at,red
Cacna1d,1428051_a_at,NA
Cacna1e,1421692_at,NA
Cacna1f,1449955_at,NA
Cacna1g,1423365_at,NA
Cacna1h,1422710_a_at,red
Cacna1h,1427607_at,NA
Cacna1s /// LOC545361,1420442_at,NA
Cacna2d1,1449999_a_at,yellow
Cacna2d1,1425861_x_at,NA
Cacna2d2,1450754_at,grey
Cacna2d2,1426185_at,NA
Cacna2d2,1451955_a_at,NA
Cacna2d3,1419225_at,NA
Cacnb1,1425777_at,NA
Cacnb1,1451834_at,NA
Cacnb1,1426108_s_at,green
Cacnb2,1452476_at,NA
Cacnb3,1448656_at,black
Cacnb4,1452089_at,NA
Cacng1,1422813_at,NA
Cacng2,1420596_at,greenyellow
Cacng3,1450520_at,NA
Cacng4,1450975_at,blue
Cacng5,1426330_at,NA
Cacng5,1434785_at,orange
Cacng6,1425730_at,NA
Cacng7,1426336_at,NA
Cacng8,1451864_at,NA
Cacybp,1452047_at,NA
Cad,1452830_s_at,NA
Cad,1452829_at,NA
Cadps,1448955_s_at,greenyellow
Cadps2,1451499_at,yellow
Calb1,1417504_at,midnightblue
Calb1,1448738_at,midnightblue
Calb2,1451129_at,NA
Calca,1452004_at,NA
Calca,1427355_at,NA
Calcb,1422639_at,NA
Calcr,1418688_at,NA
Calcrl,1418489_a_at,NA
Calcrl,1425814_a_at,NA
Cald1,1424768_at,NA
Cald1,1424769_s_at,NA
Cald1,1424770_at,blue
Calm1,1454611_a_at,red
Calm1,1417365_a_at,yellow
Calm1,1455571_x_at,NA
Calm1,1417366_s_at,brown
Calm2,1423807_a_at,NA
Calm2,1422414_a_at,brown
Calm3,1426710_at,NA
Calm3,1438826_x_at,red
Calm3,1438825_at,NA
Calm3,1450864_at,red
Calm4,1450633_at,NA
Calmbp1,1422814_at,NA
Calmbp1,1452459_at,NA
Calml3,1418608_at,NA
Calml4,1424713_at,NA
Caln1,1425846_a_at,pink
Calr,1433806_x_at,NA
Calr,1456170_x_at,NA
Calr,1417606_a_at,NA
Calu,1415870_at,grey
Camk1,1417604_at,NA
Camk1,1417605_s_at,orange
Camk1d,1426389_at,red
Camk1d,1452050_at,red
Camk1g,1424633_at,NA
Camk2a,1452453_a_at,NA
Camk2b,1455869_at,NA
Camk2b,1448676_at,pink
Camk2d,1422659_at,NA
Camk2d,1427763_a_at,NA
Camk2g,1423942_a_at,grey
Camk2g,1423941_at,grey
Camk4,1421941_at,NA
Camk4,1426167_a_at,yellow
Camk4,1452572_at,NA
Camkk1,1418954_at,black
Camkk2,1424474_a_at,green
Camkk2,1424476_at,NA
Camkk2,1424475_at,green
Camkv,1423802_at,pink
Caml,1417842_at,NA
Camp,1419691_at,NA
Camsap1,1455356_at,NA
Camsap1,1435530_at,NA
Camsap1,1456622_at,NA
Camta2,1426901_s_at,NA
Cand1,1428649_at,NA
Cand1,1428648_at,purple
Cant1,1421476_a_at,NA
Cant1,1433709_at,NA
Cant1,1451688_s_at,NA
Canx,1428935_at,NA
Canx,1415692_s_at,NA
Canx,1422845_at,NA
Cap1,1417462_at,NA
Cap1,1417461_at,grey
Cap2,1450910_at,blue
Cap2,1423222_at,blue
Capg,1450355_a_at,NA
Capn1,1417228_at,NA
Capn1,1417229_at,NA
Capn10,1416265_at,NA
Capn10,1452959_a_at,NA
Capn12,1449970_at,NA
Capn2,1416257_at,blue
Capn3,1426043_a_at,NA
Capn5,1418671_at,NA
Capn5,1449165_at,NA
Capn6,1450429_at,red
Capn6,1421952_at,NA
Capn7,1423097_s_at,NA
Capn7,1423098_at,NA
Capn8,1421634_at,NA
Capn8,1425916_at,NA
Capn9,1422876_at,NA
Capns1,1426400_a_at,grey
Capza1,1439455_x_at,lightyellow
Capza1 /// LOC546155,1452038_at,blue
Capza2,1423057_at,NA
Capza2,1423058_at,brown
Capza3,1418556_at,NA
Capzb,1453960_a_at,NA
Capzb,1417259_a_at,turquoise
Capzb,1431668_at,NA
Car1,1416193_at,NA
Car10,1424547_at,NA
Car11,1424379_at,midnightblue
Car12,1428485_at,green
Car13,1421307_at,NA
Car13,1421308_at,NA
Car14,1450725_s_at,NA
Car15,1449234_at,NA
Car2,1448752_at,NA
Car3,1449434_at,NA
Car3,1460256_at,NA
Car4,1448949_at,NA
Car4,1418094_s_at,NA
Car5a,1419525_at,NA
Car5b,1419705_at,NA
Car6,1421001_a_at,NA
Car7,1452484_at,NA
Car8,1427482_a_at,NA
Car8,1424958_at,NA
Car9,1427013_at,NA
Card10,1449491_at,NA
Card14,1450142_a_at,NA
Carf,1425313_at,NA
Carhsp1,1415975_at,NA
Carhsp1,1415976_a_at,NA
Carm1,1419743_s_at,midnightblue
Cars,1452394_at,turquoise
Cars,1427330_at,NA
Casc3,1416736_at,NA
Cask,1422518_at,NA
Cask,1422519_at,NA
Cask,1427692_a_at,NA
Caskin2,1450691_at,NA
Casp1,1449265_at,NA
Casp11,1449591_at,NA
Casp12,1449297_at,NA
Casp12,1418981_at,NA
Casp14,1418748_at,NA
Casp2,1448165_at,NA
Casp3,1449839_at,NA
Casp3,1426165_a_at,NA
Casp6,1415995_at,NA
Casp7,1426062_a_at,NA
Casp7,1448659_at,NA
Casp8,1424552_at,NA
Casp8ap2,1449217_at,NA
Casp9,1426125_a_at,NA
Casp9,1437537_at,green
Casq1,1422598_at,NA
Casq2,1422529_s_at,NA
Casr,1449881_a_at,NA
Casr,1449882_a_at,NA
Cast,1451413_at,NA
Cast,1426098_a_at,NA
Cat,1416430_at,NA
Cat,1416429_a_at,NA
Catna1,1437275_at,NA
Catsper1,1426281_at,NA
Catsper2,1425309_at,NA
Cav1,1449145_a_at,NA
Cav2,1425955_at,NA
Cav2,1417327_at,NA
Cav3,1418413_at,NA
Cbara1,1451207_at,grey
Cbfa2t1h,1448785_at,NA
Cbfa2t1h,1427640_a_at,NA
Cbfa2t2h,1434757_at,NA
Cbfa2t3h,1438705_at,pink
Cbfa2t3h,1418582_at,NA
Cbfb,1460716_a_at,NA
Cbl,1450457_at,NA
Cbl,1455886_at,NA
Cblc,1422666_at,NA
Cblc,1431692_a_at,NA
Cbll1,1421122_at,NA
Cbln1,1423286_at,green
Cbln1,1423288_s_at,NA
Cbln1,1423287_at,grey
Cbln3,1422911_at,NA
Cbpin,1424104_at,NA
Cbr1,1460196_at,NA
Cbr2,1418509_at,NA
Cbr3,1427912_at,NA
Cbs,1423844_s_at,NA
Cbs,1425623_a_at,NA
Cbwd1,1451531_at,NA
Cbx1,1436266_x_at,greenyellow
Cbx1,1431773_at,NA
Cbx1,1422935_x_at,NA
Cbx1,1450797_a_at,NA
Cbx1,1433718_a_at,NA
Cbx2,1422059_at,NA
Cbx2,1434116_at,NA
Cbx3,1454305_at,NA
Cbx3,1432628_at,NA
Cbx3 /// LOC382769 /// LOC544944,1416884_at,NA
Cbx4,1419583_at,NA
Cbx5,1421933_at,NA
Cbx5,1450416_at,NA
Cbx5,1454636_at,NA
Cbx5,1421934_at,NA
Cbx5,1421932_at,NA
Cbx6,1424407_s_at,NA
Cbx7,1420039_s_at,NA
Cbx7,1449713_at,NA
Cbx8,1419198_at,NA
Cbx8,1419199_at,NA
Ccbl2,1455991_at,NA
Ccbp2,1422111_at,NA
Ccbp2,1422112_at,NA
Ccdc12,1424517_at,NA
Ccdc12,1419802_at,NA
Ccdc12,1419803_s_at,NA
Ccdc16,1423338_at,NA
Ccdc16,1423339_s_at,NA
Ccdc16,1450942_at,NA
Ccdc2,1418942_at,NA
Ccdc21,1451212_at,NA
Ccdc5,1424955_at,NA
Ccdc9,1453609_s_at,NA
Cck,1419473_a_at,grey
Cckar,1421195_at,NA
Cckbr,1460663_at,NA
Cckbr,1454770_at,green
Ccl1,1421688_a_at,NA
Ccl11,1417789_at,NA
Ccl12,1419282_at,NA
Ccl17,1419413_at,NA
Ccl19,1449277_at,NA
Ccl2,1420380_at,NA
Ccl20,1422029_at,NA
Ccl21b /// Ccl21a /// Ccl21c,1419426_s_at,NA
Ccl22,1417925_at,NA
Ccl24,1450488_at,NA
Ccl25,1418777_at,NA
Ccl27,1430375_a_at,orange
Ccl27,1419188_s_at,orange
Ccl27,1434962_x_at,orange
Ccl28,1450217_at,NA
Ccl3,1419561_at,NA
Ccl4,1421578_at,NA
Ccl5,1418126_at,NA
Ccl6,1420249_s_at,NA
Ccl6,1417266_at,NA
Ccl7,1421228_at,NA
Ccl8,1419684_at,NA
Ccl9,1417936_at,NA
Ccl9,1448898_at,NA
Ccm1,1448701_a_at,NA
Ccm2,1434649_at,NA
Ccm2,1456290_x_at,NA
Ccm2,1434648_a_at,NA
Ccna1,1449177_at,NA
Ccna2,1417911_at,NA
Ccna2,1417910_at,NA
Ccnb1,1419943_s_at,NA
Ccnb1-rs1 /// Ccnb1,1448205_at,NA
Ccnb1-rs1 /// Ccnb1 /// LOC434175 /// LOC545021,1416076_at,NA
Ccnb1-rs1 /// LOC231869 /// Ccnb1 /// LOC434175 /// LOC545021 /// LOC545676,1449675_at,NA
Ccnb2,1450920_at,NA
Ccnb3,1427744_at,NA
Ccnc,1454144_a_at,NA
Ccnc,1428570_at,NA
Ccnc,1417861_at,NA
Ccnd1,1417419_at,green
Ccnd1,1448698_at,grey
Ccnd1,1417420_at,yellow
Ccnd2,1434745_at,red
Ccnd2,1416122_at,red
Ccnd2,1430127_a_at,red
Ccnd2,1416124_at,NA
Ccnd2,1448229_s_at,red
Ccnd2,1455956_x_at,red
Ccnd2,1416123_at,NA
Ccnd3,1415907_at,NA
Ccndbp1,1420745_a_at,grey
Ccne1,1416492_at,NA
Ccne2,1422535_at,NA
Ccnf,1422513_at,NA
Ccng1,1450016_at,NA
Ccng1,1450017_at,NA
Ccng1,1420827_a_at,grey
Ccng2,1416488_at,black
Ccng2,1448364_at,NA
Ccnh,1456293_s_at,NA
Ccnh,1418585_at,grey
Ccnh,1418584_at,NA
Ccni,1416427_at,turquoise
Ccni,1448334_a_at,NA
Ccni,1448335_s_at,turquoise
Ccnj,1455653_at,NA
Ccnk,1424830_at,NA
Ccnl1,1423622_a_at,NA
Ccnl2,1454149_a_at,NA
Ccnl2,1432195_s_at,NA
Ccnl2,1453740_a_at,NA
Ccnt1,1419313_at,NA
Ccnt2,1427089_at,NA
Ccnt2,1427088_at,NA
Ccnt2,1452297_at,NA
Ccpg1,1424420_at,NA
Ccr1,1419610_at,NA
Ccr1,1419609_at,NA
Ccr1l1,1422349_at,NA
Ccr2,1421186_at,NA
Ccr2,1421187_at,NA
Ccr2,1421188_at,NA
Ccr3,1422957_at,NA
Ccr4,1421655_a_at,NA
Ccr5,1422259_a_at,NA
Ccr5,1422260_x_at,NA
Ccr5,1424727_at,NA
Ccr6,1450357_a_at,NA
Ccr7,1423466_at,NA
Ccr8,1422291_at,NA
Ccr9,1421920_a_at,NA
Ccr9,1427419_x_at,NA
Ccr9,1421919_a_at,NA
Ccrk,1422494_s_at,NA
Ccrl1,1426139_a_at,NA
Ccrl2,1427736_a_at,NA
Ccrn4l,1455316_x_at,NA
Ccrn4l,1425837_a_at,NA
Ccrn4l /// Iap /// LOC280487 /// LOC432899,1448715_x_at,NA
Ccrn4l /// LOC433439 /// LOC436521 /// LOC545596 /// LOC546093 /// LOC547395,1436362_x_at,NA
Ccs,1448615_at,NA
Cct2,1433535_x_at,NA
Cct2,1433534_a_at,NA
Cct2,1416037_a_at,NA
Cct3,1448178_a_at,NA
Cct3,1449645_s_at,NA
Cct3,1451915_at,NA
Cct3,1426067_x_at,NA
Cct3,1416024_x_at,NA
Cct3,1459987_s_at,NA
Cct4,1438560_x_at,NA
Cct4,1433447_x_at,NA
Cct4,1456082_x_at,NA
Cct4,1415868_at,NA
Cct4,1415867_at,NA
Cct4,1456572_x_at,NA
Cct5,1417258_at,NA
Cct6a,1423517_at,NA
Cct6a,1455988_a_at,NA
Cct6b,1419227_at,NA
Cct7,1415816_at,NA
Cct7,1415817_s_at,brown
Cct8,1436973_at,NA
Cct8,1415785_a_at,brown
Cd109,1425658_at,NA
Cd14,1417268_at,NA
Cd151,1451232_at,black
Cd151,1424093_x_at,black
Cd151,1427525_at,NA
Cd151,1456085_x_at,black
Cd151,1437670_x_at,NA
Cd151,1420921_at,NA
Cd160,1420396_at,NA
Cd160,1420066_s_at,NA
Cd160,1420067_at,NA
Cd163,1419144_at,NA
Cd164,1431527_at,NA
Cd164,1416440_at,NA
Cd180,1421547_at,NA
Cd19,1450570_a_at,NA
Cd1d1,1449130_at,NA
Cd1d1,1449131_s_at,NA
Cd1d2,1421647_at,NA
Cd2,1418770_at,NA
Cd200,1448788_at,NA
Cd200r1,1422191_at,NA
Cd207,1425243_at,NA
Cd209a,1426172_a_at,NA
Cd209b,1426157_a_at,NA
Cd209c,1421562_at,NA
Cd209d,1426183_a_at,NA
Cd209e,1420582_at,NA
Cd22,1419768_at,NA
Cd22,1419769_at,NA
Cd244,1449991_at,NA
Cd244,1426120_a_at,NA
Cd248,1417439_at,NA
Cd24a,1437502_x_at,NA
Cd24a,1448182_a_at,red
Cd24a,1416034_at,NA
Cd274,1419714_at,NA
Cd276,1417599_at,NA
Cd28,1417597_at,NA
Cd28,1437025_at,NA
Cd2ap,1420908_at,NA
Cd2ap,1420907_at,NA
Cd2ap,1420906_at,NA
Cd2bp2,1417223_at,NA
Cd2bp2,1448624_at,NA
Cd2bp2,1417224_a_at,NA
Cd300a,1435903_at,NA
Cd300d,1428018_a_at,NA
Cd300lf,1427994_at,NA
Cd302,1448919_at,NA
Cd320,1417100_at,NA
Cd33,1450513_at,NA
Cd34,1416072_at,yellow
Cd36,1450883_a_at,NA
Cd36,1423166_at,NA
Cd36,1450884_at,NA
Cd37,1419206_at,NA
Cd37,1425736_at,NA
Cd38,1433741_at,NA
Cd38,1450136_at,NA
Cd3d,1422828_at,NA
Cd3e,1422105_at,NA
Cd3g,1419178_at,NA
Cd3z,1420716_at,NA
Cd3z,1452539_a_at,NA
Cd3z,1428060_at,NA
Cd3z,1428059_at,NA
Cd3z,1426079_at,NA
Cd3z,1426396_at,NA
Cd4,1419696_at,NA
Cd4,1427779_a_at,NA
Cd44,1423760_at,NA
Cd44,1452483_a_at,NA
Cd47,1449507_a_at,NA
Cd47,1459908_at,NA
Cd47,1419554_at,grey
Cd47,1428187_at,purple
Cd48,1427301_at,NA
Cd5,1418353_at,NA
Cd52,1460218_at,NA
Cd53,1448617_at,NA
Cd59a,1418710_at,lightyellow
Cd59a,1429830_a_at,NA
Cd5l,1449193_at,NA
Cd6,1451910_a_at,NA
Cd68,1449164_at,orange
Cd7,1419711_at,NA
Cd72,1426112_a_at,NA
Cd79a,1418830_at,NA
Cd79b,1417640_at,NA
Cd80,1454372_at,NA
Cd80,1427717_at,NA
Cd80,1432826_a_at,NA
Cd80,1451950_a_at,NA
Cd81,1416330_at,black
Cd83,1416111_at,NA
Cd84,1422875_at,NA
Cd86,1449858_at,NA
Cd86,1420404_at,NA
Cd8a,1425335_at,NA
Cd8a,1451673_at,NA
Cd8b1,1448569_at,pink
Cd8b1,1426170_a_at,NA
Cd9,1416066_at,NA
Cd96,1419226_at,NA
Cd97,1418394_a_at,NA
Cd99l2,1456747_x_at,grey
Cd99l2,1456746_a_at,grey
Cd99l2,1423965_at,blue
Cd99l2,1423966_at,grey
Cda,1427357_at,NA
Cdadc1,1425662_at,green
Cdadc1,1425661_at,green
Cdadc1,1425956_a_at,grey
Cdadc1,1455073_at,NA
Cdadc1,1429186_a_at,NA
Cdc16,1425554_a_at,NA
Cdc20,1416664_at,NA
Cdc20,1439394_x_at,NA
Cdc20,1439377_x_at,NA
Cdc23,1460549_a_at,NA
Cdc23,1433430_s_at,NA
Cdc25a,1417132_at,NA
Cdc25a,1417131_at,grey
Cdc25b,1421963_a_at,NA
Cdc25c,1422252_a_at,NA
Cdc26,1423987_at,NA
Cdc27,1426076_at,NA
Cdc2a,1448314_at,NA
Cdc2l1,1418841_s_at,NA
Cdc34,1434879_at,NA
Cdc37,1416819_at,grey
Cdc37,1416820_at,NA
Cdc37l1,1430205_a_at,NA
Cdc37l1,1433574_at,NA
Cdc37l1,1417740_at,grey
Cdc42,1449574_a_at,NA
Cdc42,1460708_s_at,NA
Cdc42,1415724_a_at,turquoise
Cdc42,1435807_at,NA
Cdc42bpa,1435847_at,grey
Cdc42ep1,1424376_at,NA
Cdc42ep3,1422642_at,grey
Cdc42ep3,1450700_at,NA
Cdc42ep4,1436801_x_at,grey
Cdc42ep4,1416511_a_at,grey
Cdc42ep5,1418712_at,NA
Cdc42ep5,1430018_at,NA
Cdc42se1,1428131_a_at,NA
Cdc42se1,1428132_at,NA
Cdc42se2,1435220_s_at,red
Cdc45l,1416575_at,NA
Cdc5l,1428092_at,NA
Cdc5l,1460429_at,NA
Cdc6,1417019_a_at,NA
Cdc7,1426021_a_at,NA
Cdc7,1426002_a_at,NA
Cdc91l1,1439350_s_at,grey
Cdc91l1,1427928_s_at,NA
Cdc91l1,1427466_at,NA
Cdca1,1430811_a_at,NA
Cdca3,1448001_x_at,NA
Cdca3,1448000_at,NA
Cdca3,1452040_a_at,NA
Cdca4,1423682_a_at,NA
Cdca4,1456240_x_at,blue
Cdca4,1423683_at,NA
Cdca5,1448466_at,NA
Cdca5,1416802_a_at,NA
Cdca7,1428069_at,NA
Cdca7l,1451306_at,NA
Cdcp1,1427095_at,NA
Cdgap,1450255_at,NA
Cdgap,1432022_at,NA
Cdh1,1448261_at,NA
Cdh10,1425092_at,NA
Cdh11,1450757_at,red
Cdh13,1454015_a_at,NA
Cdh13,1423551_at,grey
Cdh13,1431824_at,NA
Cdh15,1418602_at,NA
Cdh16,1448906_at,NA
Cdh17,1419331_at,NA
Cdh2,1449244_at,NA
Cdh2,1418815_at,NA
Cdh20,1450312_at,NA
Cdh22,1424767_at,NA
Cdh23,1452028_a_at,NA
Cdh23,1432346_a_at,NA
Cdh3,1426673_at,NA
Cdh4,1449637_at,NA
Cdh4,1449422_at,turquoise
Cdh5,1433956_at,NA
Cdh5,1422047_at,NA
Cdh6,1450288_at,NA
Cdh8,1422052_at,NA
Cdh9,1427618_at,NA
Cdipt,1436715_s_at,NA
Cdipt,1423657_at,grey
Cdk2,1416873_a_at,NA
Cdk2ap1,1456314_x_at,NA
Cdk2ap1,1435509_x_at,NA
Cdk2ap1,1426885_a_at,NA
Cdk2ap2,1417161_at,NA
Cdk4,1422441_x_at,NA
Cdk4,1422440_at,NA
Cdk4,1422439_a_at,NA
Cdk5,1422590_at,NA
Cdk5,1450674_at,grey
Cdk5r1,1421123_at,NA
Cdk5r1,1433451_at,pink
Cdk5r1,1421124_at,NA
Cdk5r1,1433450_at,grey
Cdk5r2,1450465_at,NA
Cdk5rap1,1448626_at,NA
Cdk5rap2,1452618_at,NA
Cdk5rap3,1423067_at,NA
Cdk6,1460291_at,NA
Cdk7,1424257_at,NA
Cdk7,1451741_a_at,NA
Cdk8,1460389_at,NA
Cdk9,1417269_at,midnightblue
Cdkal1,1423953_at,NA
Cdkl2,1449229_a_at,red
Cdkn1a,1424638_at,NA
Cdkn1a,1421679_a_at,NA
Cdkn1b,1419497_at,NA
Cdkn1c,1417649_at,grey
Cdkn2a,1450140_a_at,NA
Cdkn2b,1449152_at,NA
Cdkn2c,1416868_at,NA
Cdkn2c,1439164_at,NA
Cdkn2d,1416253_at,NA
Cdo1,1448842_at,NA
Cdon,1421452_at,NA
Cdr2,1417430_at,grey
Cds2,1434256_s_at,lightyellow
Cds2,1454891_at,lightyellow
Cds2,1418794_at,NA
Cds2,1418795_at,NA
Cds2,1438957_x_at,lightyellow
Cdsn,1435191_at,NA
Cdv1,1449407_at,NA
Cdv1,1419286_s_at,NA
Cdv3,1415704_a_at,blue
Cdv3,1451100_a_at,NA
Cdw92,1423865_at,NA
Cdx1,1449582_at,NA
Cdx2,1422074_at,NA
Cdx2,1422075_at,NA
Cdx4,1421552_at,NA
Cdyl,1448935_at,NA
Cdyl,1418071_s_at,NA
Cdyl,1418070_at,NA
Ceacam1,1425675_s_at,NA
Ceacam1,1427630_x_at,NA
Ceacam1,1450494_x_at,NA
Ceacam1,1427712_at,NA
Ceacam1,1452532_x_at,NA
Ceacam1,1425538_x_at,NA
Ceacam1,1427711_a_at,NA
Ceacam1 /// Ceacam2,1422123_s_at,NA
Ceacam10,1448573_a_at,NA
Ceacam10,1417074_at,NA
Ceacam10,1436565_at,NA
Ceacam11,1448197_at,NA
Ceacam11,1416063_x_at,NA
Ceacam11,1436696_x_at,NA
Ceacam11,1439458_x_at,NA
Ceacam11,1455957_x_at,NA
Ceacam11,1434533_x_at,NA
Ceacam12,1416777_at,NA
Ceacam14,1450979_at,NA
Ceacam2,1460681_at,NA
Ceacam2,1421603_a_at,NA
Ceacam2,1460682_s_at,NA
Ceacam9,1418218_at,NA
Cebpa,1418982_at,NA
Cebpb,1427844_a_at,NA
Cebpb,1418901_at,lightyellow
Cebpd,1423233_at,NA
Cebpd,1456605_at,NA
Cebpg,1425262_at,NA
Cebpg,1451639_at,NA
Cebpg,1425261_at,NA
Cebpz,1420497_a_at,NA
Cebpz,1429962_at,brown
Cecr5,1424816_at,NA
Cecr6,1419224_at,green
Cel,1417257_at,NA
Celsr1,1418925_at,NA
Celsr2,1435336_at,NA
Celsr2,1422073_a_at,grey
Celsr3,1425067_at,NA
Cenpa,1450842_a_at,black
Cenpb,1426051_a_at,NA
Cenpb,1435944_s_at,NA
Cenpc1,1420441_at,NA
Cenpe,1439040_at,NA
Cenpf,1452334_at,NA
Cenpf,1427161_at,NA
Cenph,1422016_a_at,NA
Centa2,1425638_at,NA
Centd1,1452291_at,green
Centd2,1428064_at,NA
Centd3,1451282_at,NA
Centd3,1419833_s_at,NA
Centg2,1437394_at,black
Centg3,1423910_at,NA
Cep1,1421004_at,NA
Cep1,1421005_at,NA
Cep2,1421512_at,NA
Cept1,1416471_at,NA
Cer1,1450256_at,NA
Cer1,1450257_at,NA
Cerk,1434034_at,orange
Ces1,1449486_at,NA
Ces2 /// LOC546098,1424245_at,NA
Ces3,1435371_x_at,NA
Ces3,1435370_a_at,NA
Ces3,1449081_at,NA
Ces5,1427137_at,NA
Ces6,1449375_at,NA
Cetn1,1423203_a_at,NA
Cetn1,1453881_x_at,NA
Cetn2,1438647_x_at,pink
Cetn2,1418579_at,pink
Cetn3,1417239_at,red
Cfc1,1421524_at,NA
Cfdp1,1416742_at,NA
Cfh,1450876_at,NA
Cfh,1425823_at,NA
Cfh,1423153_x_at,NA
Cfhl1,1419436_at,NA
Cfhrb_4/2,1425633_at,NA
Cfi,1418724_at,NA
Cfl1,1448346_at,purple
Cfl1,1455138_x_at,NA
Cfl2,1418067_at,greenyellow
Cfl2,1418066_at,blue
Cflar,1425687_at,NA
Cflar,1424996_at,NA
Cflar,1449317_at,NA
Cflar,1425686_at,NA
Cftr,1427767_a_at,NA
Cftr,1420579_s_at,NA
Cga,1418549_at,NA
Cgb,1421801_at,NA
Cggbp1,1454641_at,NA
Cgnl1,1452309_at,red
Cgnl1,1421159_at,NA
Cgnl1,1421158_at,NA
Cgref1,1424528_at,NA
Cgref1,1424529_s_at,orange
Ch25h,1449227_at,NA
Chad,1420569_at,NA
Chaf1b,1423877_at,NA
Chc1,1416962_at,NA
Chc1l,1431017_at,NA
Chc1l,1416390_at,NA
Chc1l,1416389_a_at,NA
Chchd1,1416938_at,NA
Chchd2,1428161_a_at,NA
Chchd2 /// 2410018M08Rik,1450815_s_at,NA
Chchd3,1451504_at,turquoise
Chchd3,1431241_at,NA
Chchd4,1417233_at,NA
Chchd5,1451505_at,NA
Chchd5,1424851_at,NA
Chchd6,1438659_x_at,green
Chchd6,1423779_at,NA
Chchd7,1454640_at,blue
Chd1,1450077_at,NA
Chd1,1420990_at,NA
Chd1l,1449415_at,green
Chd4,1451295_a_at,NA
Chd4,1436343_at,NA
Chd4,1438476_a_at,NA
Chd7,1448026_at,NA
Chd8,1443711_at,NA
Chd8,1437297_at,NA
Chek1,1449708_s_at,NA
Chek1,1450677_at,NA
Chek1,1420031_at,NA
Chek2,1422747_at,NA
Cherp,1451896_a_at,NA
Cherp,1436885_a_at,NA
Chfr,1433550_at,NA
Chfr,1434529_x_at,NA
Chga,1418149_at,greenyellow
Chgb,1415885_at,NA
Chi3l1,1451537_at,NA
Chi3l3,1419764_at,NA
Chi3l3 /// Chi3l4,1425451_s_at,NA
Chi3l4,1425450_at,NA
Chic1,1427573_at,NA
Chic2,1419659_s_at,grey
Chka,1450264_a_at,NA
Chkb,1448448_a_at,yellow
Chl1,1417795_at,grey
Chm,1448712_at,NA
Chml,1422322_at,NA
Chmp1b,1418817_at,NA
Chmp1b,1418816_at,NA
Chmp2a,1425591_a_at,NA
Chmp4b,1451988_s_at,NA
Chmp4b,1426240_at,NA
Chmp5,1432270_a_at,NA
Chmp7,1451300_a_at,NA
Chn1,1420545_a_at,brown
Chn2,1428573_at,NA
