"","gene","Neuron","Astrocyte","Oligodendrocyte","Microglia","Endothelial"
"ENSG00000184160","ADRA2C",0.1,0.1,0.1,0.1,0.45
"ENSG00000043591","ADRB1",4,4.90833333333333,0.28,0.9,0.15
"ENSG00000169252","ADRB2",0.5,5.675,1.4,22.5,5.4
"ENSG00000188778","ADRB3",0.3,0.1,0.1,0.1,0.1
"ENSG00000173020","ADRBK1",0.1,0.116666666666667,0.1,0.3,0.15
"ENSG00000100077","ADRBK2",21.6,2.01666666666667,0.84,3.93333333333333,1.95
"ENSG00000130706","ADRM1",0.1,0.541666666666667,0.16,0.3,0.45
"ENSG00000239900","ADSL",4.8,3.20833333333333,2.5,3,1.3
"ENSG00000035687","ADSS",3.3,1.70833333333333,4,1.76666666666667,0.8
"ENSG00000185100","ADSSL1",0.3,0.7,0.76,0.433333333333333,0.1
"ENSG00000111863","ADTRP",0.4,0.1,0.1,0.1,0.1
"ENSG00000106624","AEBP1",0.1,2.10833333333333,0.16,0.1,1.1
"ENSG00000139154","AEBP2",3.9,1.85833333333333,2.48,2.8,1
"ENSG00000181026","AEN",0.6,0.183333333333333,0.36,1.73333333333333,0.5
"ENSG00000104964","AES",4.9,2.55833333333333,2.24,0.533333333333333,4.25
"ENSG00000196526","AFAP1",3.8,0.308333333333333,1.88,0.333333333333333,0.65
"ENSG00000272620","AFAP1-AS1",0.6,0.1,0.1,0.133333333333333,0.1
"ENSG00000157510","AFAP1L1",0.2,0.125,0.16,0.1,2.95
"ENSG00000169129","AFAP1L2",0.9,0.241666666666667,2.54,0.1,3.55
"ENSG00000172493","AFF1",2.2,7.23333333333333,3.24,8.8,7.05
"ENSG00000155966","AFF2",7,0.158333333333333,0.52,0.1,1.05
"ENSG00000144218","AFF3",4.2,0.933333333333333,0.26,0.633333333333333,0.65
"ENSG00000072364","AFF4",14.7,12.7583333333333,10.98,27.3666666666667,6.65
"ENSG00000223959","AFG3L1P",0.8,0.65,0.46,0.566666666666667,0.1
"ENSG00000141385","AFG3L2",5.5,3.96666666666667,2.66,2.36666666666667,1.75
"ENSG00000079557","AFM",0.1,0.1,0.1,0.1,0.1
"ENSG00000183077","AFMID",2.4,0.508333333333333,6.06,1.96666666666667,1.5
"ENSG00000081051","AFP",0.1,0.1,0.1,0.1,0.1
"ENSG00000119844","AFTPH",9.4,4.75,5.5,15.5666666666667,2.55
"ENSG00000038002","AGA",1.9,2.89166666666667,3.26,1.43333333333333,0.55
"ENSG00000157985","AGAP1",1.3,1.30833333333333,6.9,0.3,1.1
"ENSG00000271880","AGAP11",0.6,0.816666666666667,0.1,0.1,1.35
"ENSG00000135439","AGAP2",0.4,0.1,0.18,0.1,0.5
"ENSG00000133612","AGAP3",0.8,0.7,0.66,1.8,0.95
"ENSG00000188234","AGAP4",1.1,1.2,0.66,0.6,0.6
"ENSG00000172650","AGAP5",0.8,1.00833333333333,0.42,0.9,0.45
"ENSG00000204149","AGAP6",0.7,1.93333333333333,0.96,1.6,1
"ENSG00000204172","AGAP9",0.8,0.991666666666667,0.54,0.633333333333333,0.3
"ENSG00000166748","AGBL1",0.1,0.125,0.1,0.1,0.1
"ENSG00000165923","AGBL2",0.1,0.208333333333333,0.1,0.1,0.1
"ENSG00000146856","AGBL3",0.3,0.183333333333333,0.38,0.3,0.1
"ENSG00000186094","AGBL4",1.8,0.383333333333333,0.12,0.1,0.1
"ENSG00000084693","AGBL5",0.8,0.591666666666667,0.34,0.166666666666667,0.35
"ENSG00000237405","AGER",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000173744","AGFG1",6.2,4.3,4.9,4.63333333333333,5.2
"ENSG00000106351","AGFG2",0.1,1.16666666666667,0.14,0.1,0.25
"ENSG00000164252","AGGF1",6.2,4.85833333333333,3.5,2.06666666666667,1.65
"ENSG00000262327","AGK",10.7,3.60833333333333,3.04,2.43333333333333,2.25
"ENSG00000162688","AGL",4.2,7.1,1.54,1.6,0.45
"ENSG00000116771","AGMAT",0.1,0.1,0.1,0.5,0.1
"ENSG00000187546","AGMO",0.1,0.275,0.76,0.1,0.1
"ENSG00000226467","AGPAT1",1.8,1.10833333333333,0.5,0.3,0.75
"ENSG00000169692","AGPAT2",0.1,0.1,0.1,0.1,0.1
"ENSG00000160216","AGPAT3",2.9,4.74166666666667,1.52,0.8,1
"ENSG00000026652","AGPAT4",4.2,0.25,4.7,0.833333333333333,0.45
"ENSG00000279355","AGPAT4-IT1",0.1,0.1,0.76,0.2,0.1
"ENSG00000155189","AGPAT5",4.8,4.85,2.86,1.3,0.6
"ENSG00000018510","AGPS",3.6,2.31666666666667,3.1,2.56666666666667,0.55
"ENSG00000106541","AGR2",0.1,0.1,0.1,0.1,0.1
"ENSG00000173467","AGR3",0.1,0.1,0.1,0.1,0.1
"ENSG00000188157","AGRN",0.1,0.183333333333333,0.1,0.1,1
"ENSG00000159723","AGRP",0.1,0.1,0.1,0.1,0.1
"ENSG00000135744","AGT",3.4,79.5166666666667,1.54,0.166666666666667,1.4
"ENSG00000135049","AGTPBP1",11.4,4.65,42.34,3,3.2
"ENSG00000144891","AGTR1",0.6,0.108333333333333,0.1,0.1,0.85
"ENSG00000180772","AGTR2",0.1,0.1,0.1,0.1,0.1
"ENSG00000177674","AGTRAP",0.1,0.566666666666667,0.1,0.1,0.65
"ENSG00000172482","AGXT",0.1,0.1,0.1,0.1,0.1
"ENSG00000113492","AGXT2",0.1,0.1,0.1,0.1,0.1
"ENSG00000153207","AHCTF1",3.7,4.14166666666667,2.42,3.9,1.1
"ENSG00000101444","AHCY",4.8,2.225,3.26,1.23333333333333,1.2
"ENSG00000168710","AHCYL1",23.6,252.55,20.84,23.0333333333333,9.9
"ENSG00000158467","AHCYL2",5.1,44.4333333333333,6.28,1.9,6.95
"ENSG00000126705","AHDC1",0.3,0.308333333333333,0.16,0.166666666666667,0.25
"ENSG00000135541","AHI1",23.8,4.93333333333333,4.2,4.26666666666667,1.6
"ENSG00000124942","AHNAK",1.7,16.8916666666667,0.52,2.96666666666667,18.9
"ENSG00000185567","AHNAK2",0.5,0.183333333333333,0.1,0.233333333333333,0.1
"ENSG00000106546","AHR",5.5,0.241666666666667,7.38,2.96666666666667,1.55
"ENSG00000063438","AHRR",0.1,0.1,0.1,0.166666666666667,0.1
"ENSG00000100591","AHSA1",15.7,8.575,11.34,8.76666666666667,2.85
"ENSG00000173209","AHSA2",0.1,3.35,8.44,9,0.1
"ENSG00000145192","AHSG",0.5,0.1,0.1,0.1,0.1
"ENSG00000169877","AHSP",0.1,0.1,0.1,0.1,0.1
"ENSG00000111732","AICDA",0.1,0.1,0.1,0.1,0.1
"ENSG00000186063","AIDA",6,5.25833333333333,3.14,7.93333333333333,2.1
"ENSG00000204472","AIF1",0.5,2.65,9.6,59.8333333333333,1.35
"ENSG00000126878","AIF1L",0.6,6.39166666666667,34.98,0.333333333333333,17.7
"ENSG00000156709","AIFM1",4.6,6.6,3.6,3.13333333333333,0.45
"ENSG00000042286","AIFM2",0.1,0.7,0.2,0.133333333333333,0.75
"ENSG00000183773","AIFM3",0.1,4.68333333333333,0.1,0.1,0.1
"ENSG00000146416","AIG1",31.1,30.325,15.06,16.7666666666667,6.35
"ENSG00000112297","AIM1",0.3,0.1,0.12,0.266666666666667,0.85
"ENSG00000176092","AIM1L",0.1,0.1,0.1,0.1,0.1
"ENSG00000163568","AIM2",0.9,0.108333333333333,0.1,0.866666666666667,0.1
"ENSG00000164022","AIMP1",6.2,5.9,6.6,5.2,2.15
"ENSG00000106305","AIMP2",0.1,0.875,0.1,0.1,0.1
"ENSG00000110711","AIP",0.2,0.75,0.46,0.266666666666667,1.25
"ENSG00000129221","AIPL1",0.1,0.1,0.1,0.1,0.1
"ENSG00000160224","AIRE",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000196581","AJAP1",2.2,0.125,0.54,0.1,0.2
"ENSG00000129474","AJUBA",0.1,0.141666666666667,0.1,0.1,0.75
"ENSG00000106992","AK1",0.7,2.08333333333333,0.28,0.166666666666667,0.5
"ENSG00000004455","AK2",4.3,7.70833333333333,7.02,6.46666666666667,2.2
"ENSG00000147853","AK3",5.4,10.9666666666667,3.44,1.4,2.5
"ENSG00000162433","AK4",7.3,34.3416666666667,1.24,0.233333333333333,1.15
"ENSG00000154027","AK5",44.9,1.45,24.08,0.666666666666667,3.1
"ENSG00000140057","AK7",0.4,0.108333333333333,0.56,0.1,0.1
"ENSG00000165695","AK8",0.1,0.325,0.1,0.1,0.1
"ENSG00000121057","AKAP1",3.4,4.15,1.64,0.566666666666667,2.2
"ENSG00000108599","AKAP10",6.8,5.16666666666667,3.62,3.23333333333333,1.4
"ENSG00000023516","AKAP11",30.7,12.55,12.12,9.23333333333333,3.3
"ENSG00000131016","AKAP12",8.6,15.7666666666667,6.54,0.633333333333333,11.85
"ENSG00000170776","AKAP13",1.4,2.54166666666667,1.72,26.8333333333333,2.15
"ENSG00000186471","AKAP14",1.1,0.116666666666667,0.1,0.1,0.35
"ENSG00000197976","AKAP17A",0.7,0.475,0.6,1.86666666666667,0.3
"ENSG00000241978","AKAP2",7.4,0.35,2.58,1.33333333333333,8.3
"ENSG00000111254","AKAP3",0.2,0.533333333333333,0.48,0.1,0.15
"ENSG00000147081","AKAP4",0.1,0.1,0.1,0.1,0.1
"ENSG00000179841","AKAP5",3.9,0.333333333333333,0.26,0.266666666666667,0.15
"ENSG00000151320","AKAP6",33.7,7.24166666666667,18.72,0.7,3.75
"ENSG00000118507","AKAP7",6.1,3.53333333333333,1.8,0.866666666666667,0.9
"ENSG00000105127","AKAP8",3,2.075,1.74,3.83333333333333,1.3
"ENSG00000011243","AKAP8L",1.2,1.575,1.16,1.53333333333333,0.9
"ENSG00000127914","AKAP9",10.3,5.91666666666667,4.32,4.96666666666667,1.6
"ENSG00000166452","AKIP1",1.4,1.9,1.72,1.96666666666667,0.95
"ENSG00000174574","AKIRIN1",9.8,8.36666666666667,11.64,15.1333333333333,3.35
"ENSG00000135334","AKIRIN2",13.5,4.78333333333333,5.1,17,3.25
"ENSG00000106948","AKNA",0.1,0.125,0.12,0.5,0.2
"ENSG00000162641","AKNAD1",0.1,0.125,0.38,0.1,0.1
"ENSG00000117448","AKR1A1",3,3.79166666666667,4.94,10.8333333333333,1.6
"ENSG00000085662","AKR1B1",21.1,12.025,14.64,34.0333333333333,5.55
"ENSG00000198074","AKR1B10",0.1,0.1,0.1,0.1,0.1
"ENSG00000227471","AKR1B15",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000187134","AKR1C1",1.5,0.275,0.62,0.133333333333333,0.6
"ENSG00000151632","AKR1C2",1.5,0.108333333333333,0.1,0.133333333333333,0.2
"ENSG00000196139","AKR1C3",1.4,9.10833333333333,3.08,0.1,5.85
"ENSG00000198610","AKR1C4",0.1,0.1,0.1,0.1,0.1
"ENSG00000122787","AKR1D1",0.1,0.1,0.1,0.1,0.1
"ENSG00000165568","AKR1E2",0.7,0.266666666666667,0.48,0.133333333333333,5.05
"ENSG00000053371","AKR7A2",1.3,2.69166666666667,0.9,0.5,0.5
"ENSG00000229020","AKR7A2P1",0.1,0.1,0.1,0.1,0.15
"ENSG00000162482","AKR7A3",0.1,0.4,0.1,0.1,0.1
"ENSG00000211454","AKR7L",0.4,0.25,0.18,0.1,0.1
"ENSG00000142208","AKT1",0.3,0.825,0.56,0.533333333333333,1.8
"ENSG00000204673","AKT1S1",0.1,0.708333333333333,0.36,0.233333333333333,0.5
"ENSG00000105221","AKT2",0.5,1.93333333333333,0.78,0.433333333333333,0.65
"ENSG00000117020","AKT3",45.6,22.3166666666667,47.24,8.73333333333333,63.45
"ENSG00000166971","AKTIP",9.7,7.91666666666667,6.66,0.7,2.6
"ENSG00000148218","ALAD",3.2,7.10833333333333,12.28,1.56666666666667,1.45
"ENSG00000023330","ALAS1",5.1,4.05833333333333,1.86,4.76666666666667,3.4
"ENSG00000158578","ALAS2",0.1,0.1,0.1,0.1,0.15
"ENSG00000163631","ALB",0.2,0.225,0.14,0.1,0.1
"ENSG00000170017","ALCAM",36.7,25.1333333333333,37.14,7.23333333333333,1.65
"ENSG00000161618","ALDH16A1",0.1,0.116666666666667,0.14,0.233333333333333,0.15
"ENSG00000059573","ALDH18A1",1.8,2.14166666666667,1.78,1.03333333333333,0.55
"ENSG00000165092","ALDH1A1",4.8,27.4166666666667,1.64,1.9,4.35
"ENSG00000128918","ALDH1A2",0.7,0.1,0.1,0.133333333333333,0.1
"ENSG00000184254","ALDH1A3",0.1,0.166666666666667,1.46,0.166666666666667,0.3
"ENSG00000137124","ALDH1B1",1.4,1.25833333333333,0.94,0.633333333333333,0.15
"ENSG00000144908","ALDH1L1",0.5,10.825,0.34,0.1,0.2
"ENSG00000136010","ALDH1L2",1.6,0.641666666666667,0.84,0.166666666666667,0.2
"ENSG00000111275","ALDH2",30.6,149.116666666667,15.46,27.1666666666667,9
"ENSG00000108602","ALDH3A1",0.1,0.1,0.1,0.1,0.1
"ENSG00000072210","ALDH3A2",8.1,9.88333333333333,9.56,3.7,2.45
"ENSG00000006534","ALDH3B1",0.1,0.575,0.26,0.9,0.1
"ENSG00000132746","ALDH3B2",0.1,0.1,0.1,0.1,0.1
"ENSG00000159423","ALDH4A1",0.1,3.95,0.18,0.1,0.15
"ENSG00000112294","ALDH5A1",6.3,7.10833333333333,1.36,0.6,0.8
"ENSG00000119711","ALDH6A1",5.2,32.475,9.34,2.56666666666667,2.35
"ENSG00000164904","ALDH7A1",3.8,18.6916666666667,4.12,1.23333333333333,0.55
"ENSG00000118514","ALDH8A1",0.8,0.333333333333333,0.46,0.1,0.1
"ENSG00000143149","ALDH9A1",7.5,37.4416666666667,10.38,9.9,4.45
"ENSG00000149925","ALDOA",7.2,25.8833333333333,4,7.33333333333333,14.3
"ENSG00000136872","ALDOB",0.4,0.133333333333333,0.14,0.1,0.1
"ENSG00000109107","ALDOC",97.7,371.041666666667,28.38,2.66666666666667,14.3
"ENSG00000033011","ALG1",0.4,0.475,0.2,0.4,0.15
"ENSG00000139133","ALG10",1.3,1.04166666666667,0.56,0.933333333333333,0.2
"ENSG00000175548","ALG10B",0.9,1.36666666666667,0.56,0.366666666666667,0.25
"ENSG00000253710","ALG11",3,1.5,2.62,2.83333333333333,1.05
"ENSG00000182858","ALG12",0.1,0.308333333333333,0.1,0.166666666666667,0.2
"ENSG00000101901","ALG13",5.6,2.95,3.54,10.5,2.1
"ENSG00000172339","ALG14",4.7,2.79166666666667,3.18,1.3,0.75
"ENSG00000189366","ALG1L",0.4,0.383333333333333,0.22,0.1,0.1
"ENSG00000251287","ALG1L2",0.1,0.1,0.1,0.1,0.1
"ENSG00000119523","ALG2",3.8,5.15833333333333,2.72,5.06666666666667,1.15
"ENSG00000214160","ALG3",0.5,1.65,0.48,0.666666666666667,0.6
"ENSG00000120697","ALG5",7.4,5.50833333333333,9.24,5.76666666666667,1.95
"ENSG00000088035","ALG6",1,1.20833333333333,1.06,0.666666666666667,0.3
"ENSG00000159063","ALG8",6.1,8.08333333333333,7.48,8.16666666666667,4.35
"ENSG00000086848","ALG9",3.4,1.875,1.34,0.733333333333333,0.7
"ENSG00000171094","ALK",1.2,0.216666666666667,0.14,0.1,0.1
"ENSG00000100601","ALKBH1",1.5,0.991666666666667,0.72,1.6,0.65
"ENSG00000189046","ALKBH2",0.3,2.10833333333333,1.14,0.4,1.05
"ENSG00000166199","ALKBH3",2.7,2.34166666666667,2.72,2.03333333333333,1.3
"ENSG00000160993","ALKBH4",0.1,0.416666666666667,0.4,0.166666666666667,0.4
"ENSG00000091542","ALKBH5",4,3.54166666666667,4.44,2.03333333333333,1.85
"ENSG00000239382","ALKBH6",0.3,0.391666666666667,0.28,0.4,0.3
"ENSG00000125652","ALKBH7",0.1,0.325,0.2,0.166666666666667,0.25
"ENSG00000137760","ALKBH8",3.1,0.575,0.98,0.8,0.4
"ENSG00000151360","ALLC",0.1,0.1,0.1,0.1,0.1
"ENSG00000116127","ALMS1",6.1,4.19166666666667,6.06,3.36666666666667,2
"ENSG00000163016","ALMS1P",0.2,0.166666666666667,0.14,0.1,0.1
"ENSG00000108839","ALOX12",0.2,0.125,0.12,0.133333333333333,0.1
"ENSG00000179477","ALOX12B",0.1,0.1,0.1,0.1,0.1
"ENSG00000262943","ALOX12P2",0.3,0.55,0.28,0.1,0.1
"ENSG00000161905","ALOX15",0.1,0.1,0.1,0.1,0.1
"ENSG00000179593","ALOX15B",0.1,0.1,0.1,0.666666666666667,0.1
"ENSG00000012779","ALOX5",0.1,0.133333333333333,0.48,5.96666666666667,0.3
"ENSG00000132965","ALOX5AP",2,2.89166666666667,14.62,140.5,0.9
"ENSG00000179148","ALOXE3",0.1,0.1,0.1,0.1,0.1
"ENSG00000163295","ALPI",0.1,0.1,0.1,0.1,0.1
"ENSG00000073331","ALPK1",0.2,0.191666666666667,0.16,2.6,0.25
"ENSG00000198796","ALPK2",0.1,0.1,0.18,1.3,0.1
"ENSG00000136383","ALPK3",0.1,0.108333333333333,0.28,3.96666666666667,0.45
"ENSG00000162551","ALPL",0.1,0.225,0.16,0.1,3.85
"ENSG00000163283","ALPP",0.1,0.1,0.1,0.1,0.1
"ENSG00000163286","ALPPL2",0.1,0.1,0.1,0.1,0.1
"ENSG00000003393","ALS2",5.4,2.65,2.02,1.03333333333333,1.4
"ENSG00000178038","ALS2CL",0.1,0.108333333333333,0.1,0.1,0.7
"ENSG00000155754","ALS2CR11",0.6,1.04166666666667,1.04,0.1,0.3
"ENSG00000155749","ALS2CR12",1.1,1.16666666666667,0.38,0.3,0.85
"ENSG00000180318","ALX1",0.1,0.1,0.1,0.1,0.1
"ENSG00000156150","ALX3",0.1,0.133333333333333,0.1,0.1,0.1
"ENSG00000052850","ALX4",0.1,0.1,0.1,0.1,0.1
"ENSG00000183684","ALYREF",0.3,0.516666666666667,0.26,0.366666666666667,0.8
"ENSG00000242110","AMACR",3.9,2.10833333333333,1.6,0.966666666666667,0.6
"ENSG00000178522","AMBN",0.1,0.1,0.1,0.1,0.1
"ENSG00000106927","AMBP",0.1,0.1,0.1,0.1,0.1
"ENSG00000110497","AMBRA1",1,1.41666666666667,1.02,0.833333333333333,1.05
"ENSG00000123505","AMD1",16.1,4.33333333333333,23.98,13.7333333333333,2.5
"ENSG00000139344","AMDHD1",0.1,0.1,0.14,0.1,0.1
"ENSG00000162066","AMDHD2",0.1,0.1,0.1,0.1,0.1
"ENSG00000125363","AMELX",0.1,0.1,0.1,0.1,0.1
"ENSG00000099721","AMELY",0.1,0.1,0.1,0.1,0.1
"ENSG00000159461","AMFR",4.6,7.14166666666667,3.84,2.4,2.7
"ENSG00000104899","AMH",0.1,0.1,0.1,0.1,0.1
"ENSG00000135409","AMHR2",0.1,0.1,0.1,0.1,0.1
"ENSG00000160593","AMICA1",0.1,0.1,0.1,1,0.1
"ENSG00000181754","AMIGO1",5.1,2.26666666666667,0.5,0.1,0.5
"ENSG00000139211","AMIGO2",0.6,0.4,0.1,0.166666666666667,0.1
"ENSG00000176020","AMIGO3",0.1,0.1,0.1,0.1,0.1
"ENSG00000101935","AMMECR1",0.8,0.366666666666667,0.28,0.3,0.1
"ENSG00000144233","AMMECR1L",1.2,1.4,0.98,1.2,1.05
"ENSG00000166126","AMN",0.1,0.1,0.1,0.1,0.1
"ENSG00000151743","AMN1",13.1,8.1,5.28,1.23333333333333,3.7
"ENSG00000126016","AMOT",1.6,16.9833333333333,1.8,2.53333333333333,1.3
"ENSG00000166025","AMOTL1",2.2,0.791666666666667,0.46,0.633333333333333,1.45
"ENSG00000114019","AMOTL2",1.4,0.283333333333333,2.94,0.1,2.1
"ENSG00000116748","AMPD1",0.1,0.1,0.1,0.1,0.1
"ENSG00000116337","AMPD2",1.1,0.908333333333333,0.44,2.3,0.5
"ENSG00000133805","AMPD3",0.4,1.18333333333333,1.86,3.23333333333333,0.2
"ENSG00000078053","AMPH",21.2,1.26666666666667,1.76,0.366666666666667,1.2
"ENSG00000145020","AMT",1.6,2.925,0.94,1.1,0.35
"ENSG00000187689","AMTN",0.1,0.1,0.1,0.1,0.1
"ENSG00000237763","AMY1A",1.2,1.00833333333333,0.36,0.433333333333333,0.1
"ENSG00000174876","AMY1B",0.1,0.1,0.1,0.1,0.1
"ENSG00000187733","AMY1C",0.1,0.1,0.1,0.1,0.1
"ENSG00000243480","AMY2A",0.6,1.11666666666667,0.3,0.133333333333333,0.1
"ENSG00000240038","AMY2B",14.5,11.4416666666667,7.4,8.86666666666667,1.35
"ENSG00000174945","AMZ1",0.1,0.25,0.28,0.3,0.1
"ENSG00000196704","AMZ2",24.5,45.7916666666667,14.18,15.3666666666667,9.75
"ENSG00000214174","AMZ2P1",6,3.275,3.68,7.3,0.5
"ENSG00000153107","ANAPC1",4.1,2.68333333333333,2.34,3.13333333333333,1.1
"ENSG00000164162","ANAPC10",3,2.625,1.08,0.1,1.6
"ENSG00000141552","ANAPC11",0.4,2.79166666666667,1.2,0.633333333333333,3.35
"ENSG00000129055","ANAPC13",16.2,8.2,7.92,1.13333333333333,2.65
"ENSG00000166295","ANAPC16",3.4,3.24166666666667,1.68,2.83333333333333,2.4
"ENSG00000176248","ANAPC2",0.1,0.116666666666667,0.1,0.1,0.1
"ENSG00000053900","ANAPC4",6.1,3.4,3.26,3.73333333333333,1.2
"ENSG00000089053","ANAPC5",8.8,4.75833333333333,12.68,4.7,4.35
"ENSG00000196510","ANAPC7",7.1,4.50833333333333,3.32,2.3,1.8
"ENSG00000214274","ANG",0.1,0.316666666666667,0.12,2.16666666666667,0.6
"ENSG00000013523","ANGEL1",2.8,3.70833333333333,4.46,2.46666666666667,1.4
"ENSG00000174606","ANGEL2",4.7,2.50833333333333,3.98,2.46666666666667,1.1
"ENSG00000154188","ANGPT1",1.1,1.08333333333333,0.1,0.1,0.2
"ENSG00000091879","ANGPT2",0.1,0.158333333333333,0.52,0.2,2.95
"ENSG00000101280","ANGPT4",0.1,0.1,0.1,0.1,0.1
"ENSG00000116194","ANGPTL1",0.3,2.125,0.12,0.166666666666667,0.8
"ENSG00000136859","ANGPTL2",0.1,0.616666666666667,4.94,0.233333333333333,3.3
"ENSG00000132855","ANGPTL3",0.1,0.208333333333333,0.1,0.1,0.1
"ENSG00000167772","ANGPTL4",0.1,1.975,0.1,0.1,0.65
"ENSG00000187151","ANGPTL5",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000130812","ANGPTL6",0.1,0.1,0.1,0.233333333333333,0.1
"ENSG00000171819","ANGPTL7",0.1,0.191666666666667,0.1,0.2,0.1
"ENSG00000029534","ANK1",1.4,0.1,0.1,0.1,0.1
"ENSG00000145362","ANK2",39.8,34.4166666666667,13,0.6,2.3
"ENSG00000151150","ANK3",29.6,1.4,31.26,0.466666666666667,1.4
"ENSG00000151687","ANKAR",0.8,1.24166666666667,1.3,0.3,0.25
"ENSG00000166839","ANKDD1A",2,9.175,0.58,2.3,0.2
"ENSG00000153930","ANKFN1",1.3,3.91666666666667,0.4,0.1,0.1
"ENSG00000185722","ANKFY1",3.7,7.25833333333333,4.56,4.23333333333333,1.4
"ENSG00000154122","ANKH",9.4,3.35,3.42,3.73333333333333,2
"ENSG00000131503","ANKHD1",8,8.61666666666667,6.76,11.8,2.25
"ENSG00000254996","ANKHD1-EIF4EBP3",0.1,1.86666666666667,0.1,1.56666666666667,1.25
"ENSG00000001629","ANKIB1",8.6,10.625,21.4,3.66666666666667,4.2
"ENSG00000170209","ANKK1",0.1,0.1,0.1,0.1,0.1
"ENSG00000160117","ANKLE1",0.1,0.116666666666667,0.12,0.166666666666667,0.1
"ENSG00000176915","ANKLE2",3.7,3.575,3.02,5.5,2.05
"ENSG00000144504","ANKMY1",0.2,0.158333333333333,0.1,0.2,0.1
"ENSG00000106524","ANKMY2",10.5,6.09166666666667,3.58,1.8,1.35
"ENSG00000164331","ANKRA2",6.5,2.69166666666667,3.02,1.63333333333333,2.55
"ENSG00000148677","ANKRD1",0.1,0.1,0.1,0.1,0.1
"ENSG00000088448","ANKRD10",7.5,4.28333333333333,6.62,15.5,4.25
"ENSG00000167522","ANKRD11",4,2.50833333333333,2.56,4.86666666666667,1.9
"ENSG00000101745","ANKRD12",10.7,4.71666666666667,7.94,3.23333333333333,4.95
"ENSG00000076513","ANKRD13A",3.6,2.35833333333333,7.44,6.93333333333333,2.65
"ENSG00000198720","ANKRD13B",0.5,0.258333333333333,0.16,0.1,0.1
"ENSG00000118454","ANKRD13C",3.9,1.68333333333333,1.8,1.13333333333333,1.05
"ENSG00000172932","ANKRD13D",0.1,0.108333333333333,0.1,0.1,0.2
"ENSG00000134461","ANKRD16",0.3,0.416666666666667,0.22,0.166666666666667,0.15
"ENSG00000132466","ANKRD17",15.3,10.9666666666667,10.36,11.4333333333333,5.85
"ENSG00000180071","ANKRD18A",1.2,0.125,1.68,0.1,0.1
"ENSG00000230453","ANKRD18B",0.9,0.1,0.1,0.1,0.15
"ENSG00000281617","ANKRD18DP",0.2,0.1,0.1,0.2,0.1
"ENSG00000187984","ANKRD19P",2.8,0.183333333333333,0.18,0.1,0.35
"ENSG00000165887","ANKRD2",0.1,0.1,0.1,0.1,0.1
"ENSG00000260691","ANKRD20A1",2.2,0.45,0.42,0.133333333333333,0.4
"ENSG00000215559","ANKRD20A11P",0.1,0.1,0.1,0.1,0.1
"ENSG00000183148","ANKRD20A2",1.7,0.25,0.3,0.1,0.35
"ENSG00000276203","ANKRD20A3",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000172014","ANKRD20A4",2.3,0.458333333333333,0.38,0.133333333333333,0.35
"ENSG00000186481","ANKRD20A5P",0.4,0.108333333333333,0.14,0.1,0.1
"ENSG00000229089","ANKRD20A8P",0.2,0.1,0.1,0.1,0.1
"ENSG00000282715","ANKRD20A9P",0.1,0.1,0.1,0.1,0.1
"ENSG00000152766","ANKRD22",0.1,0.1,0.16,5.83333333333333,0.1
"ENSG00000163126","ANKRD23",0.1,0.125,0.1,0.1,0.1
"ENSG00000089847","ANKRD24",0.1,0.183333333333333,0.1,0.1,0.1
"ENSG00000107890","ANKRD26",4.9,2.49166666666667,1.2,0.666666666666667,0.9
"ENSG00000261239","ANKRD26P1",0.1,0.1,0.1,0.1,0.1
"ENSG00000237636","ANKRD26P3",0.2,0.1,0.1,0.233333333333333,0.1
"ENSG00000105186","ANKRD27",1.6,3.36666666666667,1.22,1.16666666666667,0.8
"ENSG00000206560","ANKRD28",4.6,1.45833333333333,5.62,0.533333333333333,1.1
"ENSG00000154065","ANKRD29",3.9,3.28333333333333,0.2,0.2,3.1
"ENSG00000148513","ANKRD30A",0.1,0.1,0.1,0.1,0.1
"ENSG00000180777","ANKRD30B",1.3,0.1,0.1,0.1,0.1
"ENSG00000163046","ANKRD30BL",2.3,0.1,0.1,0.1,0.15
"ENSG00000224309","ANKRD30BP2",0.1,0.1,0.1,0.1,0.1
"ENSG00000145700","ANKRD31",0.2,0.191666666666667,0.12,0.1,0.1
"ENSG00000167612","ANKRD33",0.1,0.1,0.1,0.133333333333333,0.1
"ENSG00000164236","ANKRD33B",0.3,0.35,0.1,0.1,0.3
"ENSG00000272031","ANKRD34A",4.6,0.275,0.58,0.133333333333333,0.15
"ENSG00000189127","ANKRD34B",0.2,0.1,0.1,0.1,0.1
"ENSG00000235711","ANKRD34C",1,0.1,0.1,0.1,0.1
"ENSG00000198483","ANKRD35",0.5,0.841666666666667,0.18,0.1,0.15
"ENSG00000135976","ANKRD36",8.1,2.61666666666667,8,2.86666666666667,1.4
"ENSG00000196912","ANKRD36B",9.5,2.88333333333333,6.1,2.13333333333333,1.4
"ENSG00000214262","ANKRD36BP1",1,2.825,5.06,12.0666666666667,2.4
